Name,Address,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description,City,Country
Andra Mari,"Barrio Elexalde 22, Galdakao, 48960, Spain",€€€,"Traditional Cuisine, Contemporary",-2.8325069,43.2343555,34944560005.0,https://guide.michelin.com/en/pais-vasco/galdakao/restaurant/andra-mari220169,http://www.andra-mari.com/,1 Star,0,"Air conditioning,Great view,Terrace","This restaurant was established by the Asúa family in its own farmhouse. The initial idea behind it was to provide a place to rest and sustenance for pilgrims visiting the nearby 13C Andra Mari church, hence its name.This attractive building boasting superb views of the Ibaizábal river valley features a wine cellar in the basement which can be visited by guests, a bar area for a pre-dinner drink, and two dining rooms decorated in a rustic-regional style, both of which benefit from lovely views. The cooking is firmly focused on the rural and maritime roots of Vizcaya and reinterpreted traditional Basque flavours, but always based around the very best seasonal ingredients and a continual connection with small local producers. In fine weather, the terrace is an absolute delight!",Galdakao,Spain
Kiro Sushi,"Emilia Pardo Bazán 5, Logrono, 26009, Spain",€€€€,Japanese,-2.4505514,42.4747461,34941123145.0,https://guide.michelin.com/en/la-rioja/logrono/restaurant/kiro-sushi,http://www.kirosushi.es,1 Star,0,Air conditioning,"Kiro translates as “homeward journey” and as such symbolises what this restaurant means to Félix Jiménez who, dressed in his spotless white kimono, demonstrates the full array of skills he acquired in Japan. There, under the tutelage of maestro Yoshikawa Takamasa, he discovered the Edomae technique of preparing sushi, its tradition, the mystical meaning of its rules, and the secrets of Koshihikari rice… to create the perfect nigiri you need to remain faithful to the time-honoured Shokunin philosophy. These new premises are already a place of culinary pilgrimage given that behind the front door (which is over 300 years old), the dining experience is a ritual reserved for just six guests who eat at the counter. Here, the senses are transported to a new state of consciousness in order to savour everything on the exclusive menu, which is based around sushi but with lots of different mini grilled and smoked fish dishes. No alcohol is served here, just water and tea.",Logrono,Spain
Quatre Molins,"Comte de Rius 8, Cornudella de Montsant, 43360, Spain",€€€€,Creative,0.904766,41.2645582,34977821004.0,https://guide.michelin.com/en/catalunya/cornudella-de-montsant/restaurant/quatre-molins,http://quatremolins.com/,1 Star,0,"Air conditioning,Counter dining","Given his unique nickname, it would be a surprise not to have heard of Rafel Muria, the so-called “honey chef”, for whom this natural product is much more than a fad, given that his family have been involved in beekeeping since 1810 (artMuria).In this simple restaurant, this chef who trained in renowned restaurants in Spain, France and Italy focuses on creative cuisine of a high level which he showcases via elaborate dishes involving the discreet use of honey to add balance and stability. He offers three menus (Tasting, Show and Truffle) as well as a stand-alone dish (Tuna Dark Meat Royale with pear compote), which can be ordered separately for a supplement and which won the Balfegó red tuna competition in 2018!",Cornudella de Montsant,Spain
Sollo,"Avenida del Higuerón 48, Fuengirola, 29640, Spain",€€€€,"Creative, Modern Cuisine",-4.5956774,36.5809892,34692425385.0,https://guide.michelin.com/en/andalucia/fuengirola/restaurant/sollo,http://www.sollo.es,1 Star,1,"Air conditioning,Terrace,Wheelchair access","In this attractive restaurant with an open kitchen and superb views of the coast, discover innovative cuisine that is resolutely focused on aquaponic production as an alternative production system for the future, combining the rearing of freshwater fish with the growing of vegetables in a symbiotic environment (90% of Sollo’s ingredients are home produced).Here, Diego Gallegos, the so-called “caviar chef”, creates a tasting menu with an unequivocal sustainable thread, featuring modern, delicate and balanced dishes with a South American touch (the chef is from Brazil and his mother from Peru) and a nod to organically produced Riofrío caviar. If you would like to find out more about his ideas on sustainability, it’s well worth visiting his unique R&D laboratory.",Fuengirola,Spain
El Club Allard,"Ferraz 2, Madrid, 28008, Spain",€€€€,Contemporary,-3.7142683,40.4230988,34915590939.0,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/el-club-allard,http://www.allardmadrid.es,1 Star,0,Air conditioning,"For those unfamiliar with the cuisine of Martín Berasategui, this restaurant occupying a Modernist building (dating back to 1914) next to the renovated Plaza de España provides an opportunity to experience the inherent quality of his dishes in a highly exclusive setting. El Club Allard’s latest and eponymous gastronomic venture is showcased on two tasting menus: “10 Momentos”, highlighting the essence of this San Sebastián-born chef; and “14 Momentos”, on which his imprint combines with the personality of the young but experienced chef at the helm, José María Goñi. The latter continues to respect Berasategui’s style while demonstrating his own personality and incorporating gentle influences from elsewhere (his past cooking experience includes time spent in Indonesia). Standout dishes include the delicious crab-filled Dim Sum, the “ensalada tibia” (a classic dish that has been taken to a new level with the addition of shellfish), and the wild sea bass with beetroot, broccoli and beurre blanc.",Madrid,Spain
Terra,"Paseo Da Ribeira 65, Fisterra, 15155, Spain",€€,Modern Cuisine,-9.2623603,42.9048181,34981418375.0,https://guide.michelin.com/en/galicia/fisterra/restaurant/terra-1204404,http://terrafisterra.com,1 Star,0,"Air conditioning,Counter dining,Wheelchair access","Part of the region near La Coruña known as the Coast of Death, Fisterra has reinvigorated its culinary options thanks to this restaurant occupying a former bar overlooking Da Ribeira beach. Having trained in award-winning restaurants such as Casa Marcial (La Salgar, in the Asturias region) and Mina (Bilbao), young chef Brais Pichel has returned home to take his turn at the helm of the family business, transforming it into a contemporary space with a highly consistent culinary approach in the kitchen. Just a single tasting menu is on offer here, one which is modern in approach, changes almost daily, and showcases the labours of local producers, with fish featuring prominently. The cuisine will definitely leave a lasting impression thanks to the delicious and subtle dishes with a constant focus on the local area. The miniscule wine list is also a welcome surprise, with its emphasis on single-varietal, unfiltered natural wines from small-scale local producers.",Fisterra,Spain
Erre de Roca,"Ronda del Ferrocarril 37, Miranda de Ebro, 09200, Spain",€€,Contemporary,-2.9469716,42.6876564,34947291458.0,https://guide.michelin.com/en/castilla-y-leon/miranda-de-ebro/restaurant/erre-de-roca,http://www.errederoca.com,1 Star,0,Air conditioning,"When chefs have clear ideas and work with complete dedication, restaurants such as these, where guests can enjoy cuisine to the full, are the end result. Deeply connected to his native Miranda de Ebro, chef Alberto Molinero (who has other restaurants here and in Madrid), aims to create cuisine that delivers impact on every level with strong techniques and plenty of flavour yet without neglecting aesthetics, thanks to dishes that are contemporary in style and meticulous in presentation. In this elegantly informal space with a completely open kitchen, he offers guests a choice of three menus: one “executive” Mercado option (available at lunchtime from Wednesday to Friday only), and two more extensive tastings menus (Erre de Roca and the seasonally inspired De Temporada). One dish that particularly fascinated us was his elegant version of Segovia-style roast suckling pig, to which he adds eel fillets from Miranda de Ebro that were a surprising yet perfect combination.",Miranda de Ebro,Spain
El Retiro,"Carretera Pancar, Llanes, 33500, Spain",€€€,Modern Cuisine,-4.7621095,43.4123756,34985400240.0,https://guide.michelin.com/en/principado-de-asturias/llanes/restaurant/el-retiro,https://www.elretirollanes.es/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","This traditional, family-run restaurant in the small town of Llanes has definitely moved with the times, given that the original “chingre” founded by chef Ricardo González Sotres’ grandparents now boasts a look that combines modernity, rusticity and authenticity - an aesthetic enhanced by its natural rock walls. The gastronomic focus is clear here: contemporary Asturian cooking with a focus on technique and creativity, a respect for local ingredients, plus a strong desire to please the palate. Choose between delicious dishes on the à la carte (the grilled pigeon is a particular highlight) and two mouthwatering tasting menus: one, the traditionally inspired Pancar, the second, the more gastronomically focused San Patricio, which takes its name from the local chapel in Pancar and the famous holm oak (over 300 years old) that stands at the entrance to it.",Llanes,Spain
Aürt,"Paseo del Taulat 262-264, Barcelona, 08019, Spain",€€€€,Modern Cuisine,2.217281,41.4089295,34935070860.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/aurt,https://www.aurtrestaurant.com/,1 Star,0,"Air conditioning,Car park,Counter dining","Located in the lobby of the Hilton Diagonal Mar Barcelona hotel, Aürt will definitely leave a lasting impression on its guests, in a dining space where the philosophy is summed up a single statement: “I prefer thoughtful simplicity to forced complexity”. Here, chef Artur Martínez is breaking the culinary mould with his perception of gastronomy which involves “cooking that is straightforward but not simple”, with a complete focus on local ingredients, individual connections with producers and the raison d’être of each dish explained personally by Aürt’s cooks on islands that double as tables. The experience, which starts with an appreciation of limited-production Becaruda olive oil from centuries-old trees, is centred around locally sourced ingredients, such as white alubia beans from Ganxet, prawns from Palamós, Ripollesa lamb, and pork from Gascon pigs reared in the Solsonès region. Dishes here reinterpret traditional concepts through the pairing of contemporary techniques with seasonal produce and ingredients.",Barcelona,Spain
Retama,"Camino  de Altamar, Torrenueva, 13740, Spain",€€€,Modern Cuisine,-3.3219559,38.670718,34926344733.0,https://guide.michelin.com/en/castilla-la-mancha/torrenueva/restaurant/retama,http://www.hotellacaminera.com,1 Star,0,"Air conditioning,Car park,Wheelchair access","Retama (“broom” in English), takes its name from this bush with yellow blossom that is a very common sight on Spain’s Central Meseta and in the area around La Caminera, an exclusive and tranquil country hotel that even has its own aerodrome!Its restrained yet charming backdrop of bare tables and Nordic-inspired decor is the perfect setting in which to discover the cooking of chef Miguel Ángel Expósito – a strong champion of local ingredients and produce and the culinary heritage of traditional La Mancha recipes. His tasting menus (Tradición and Retama) showcase their solid ties with this region, reinterpreting dishes from a modern perspective that incorporates the latest culinary techniques. The views of the countryside from your table are an absolute delight!",Torrenueva,Spain
Mantúa,"Plaza Aladro 7, Jerez de la Frontera, 11402, Spain",€€€€,Modern Cuisine,-6.1359243,36.6874746,34856652739.0,https://guide.michelin.com/en/andalucia/jerez-de-la-frontera/restaurant/mantua,https://www.restaurantemantua.com/,1 Star,0,"Air conditioning,Wheelchair access","A restaurant named after a grape variety that was once grown widely in the Jerez wine region, Mantúa has a minimalist feel and its own personality thanks to the emphasis placed on offering guests an array of unique and different sensations.Here, chef Israel Ramos creates contemporary cuisine that encapsulates Andalucía and, above all, Jerez, respecting the region’s flavours with imagination, highly refined textures and delicate presentations. There’s no menu as such; instead, the chef prefers to express himself via two tasting menus (Arcilla and Caliza) that adopt a modern take on the culinary essence of his native area. One particularly memorable dish is the sea anemone fritters with a Manzanilla sherry alioli which perfectly combines the sea, sherry, and the soul of Cádiz. We highly recommending the wine pairing option, as the brilliant sommelier is truly passionate about his work!",Jerez de la Frontera,Spain
Beat,"Urbanización Marisol Park 1A, Calp, 03710, Spain",€€€€,"Mediterranean Cuisine, French Contemporary",0.060922,38.6474226,34965875700.0,https://guide.michelin.com/en/comunidad-valenciana/calp/restaurant/beat,https://www.ar-hotels.com/restaurantes-calpe/beat.html,1 Star,0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Beat reflects the ""culinary pulse "" of The Cook Book hotel right from the outset, quickening the heartbeat from the very first bite of your appetisers.This bright restaurant, with its dominant white decor, reflects the true essence of the Mediterranean, providing the backdrop for what promises to be a stunning dining experience, marked by faultless ingredients and a harmony that sees flavours working together to their mutual benefit. Valencia-born chef José Manuel Miguel, the only chef to have been awarded a Michelin star in both France and Spain, continues his quest for excellence, steering what he offers towards his menus (including one that is vegetarian) without neglecting an impressive à la carte. All feature contemporary dishes that combine the vitality of the Mediterranean with the finesse of French cooking. The French influence here is typified by authentic butter from Normandy!",Calp,Spain
Audrey's,"Avenida Juan Carlos I 48, Calp, 03710, Spain",€€€€,"Creative, Regional Cuisine",0.072623,38.6501744,34608667637.0,https://guide.michelin.com/en/comunidad-valenciana/calp/restaurant/audrey-s-by-rafa-soler,https://www.audreys.es/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","This bright, fresh and elegant gastronomic jewel, which takes its name from Audrey Hepburn, the legendary star of the film “Breakfast at Tiffany’s”, is the fiefdom of chef Rafa Soler. Here, he conjures up highly developed and creative cuisine both in terms of technique and presentation, but which retains a strong connection with the soil, the past and seasonal ingredients. In the words of the chef himself, “we have access here to the full expression of Valencia’s culinary bounty”. Through his tasting menus (Roots, Origin and Farm), the latter vegetarian, discover dishes that exude personality and the soul of the Mediterranean, transforming ingredients with a respect for seasonality and minimum fuss. Standout details include the homemade bread that accompanies the menus and which is baked according to a family recipe (they have a bread oven in the suburban town of Burjassot) and the extra-virgin olive oil that they bottle themselves and which is produced from thousand-year-old trees in Traiguera (Castellón province).",Calp,Spain
Hisop,"Passatge de Marimon 9, Barcelona, 08021, Spain",€€€,Creative,2.1480369,41.3944279,34932413233.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/hisop,http://www.hisop.com,1 Star,0,Air conditioning,"Named after an aromatic Mediterranean plant, this Michelin-starred restaurant has been enjoying the fruits of its success for some time now, in part due to its competitive pricing.In the contemporary, minimalist-style dining room, chef Oriol Ivern serves fresh, creative dishes that offer a different take on Catalan culinary tradition, and are always based around locally sourced seasonal ingredients and impressive combinations. In keeping with the chef’s personality, the aim of his cuisine is to offer truly unique dishes that are both playful and full of surprising detail. Although not extensive, the enticing à la carte is complemented by an interesting tasting menu with a wine pairing option. A must here, and one that is requested time and time again, is the red mullet with a “mollusc” mayonnaise.",Barcelona,Spain
Baeza & Rufete,"Avenida de Ansaldo 31, Alacant, 03540, Spain",€€€€,Modern Cuisine,-0.433443,38.368797,34965162247.0,https://guide.michelin.com/en/comunidad-valenciana/alacant/restaurant/baeza-rufete,http://www.baezarufete.com,1 Star,0,Air conditioning,"A restaurant that exudes a passion for cooking, plenty of experience and the unmistakeable talent of staff trained by Martín Berasategui. The first thing that chef Joaquín Baeza will casually tell you is that, in keeping with his mentor, he is here to bring joy to his guests! This small, unpretentious restaurant is run with great dedication by the chef alongside Esther Castillo, who works as front-of-house manager and sommelier. The modern Mediterranean cooking here, whose leitmotifs are the diversity and seasonality of Alicante’s produce, gives pride of place to aromatic herbs picked personally by the chef (lemon basil, thyme, mint, lemon verbena etc) as well as olive oils with plenty of personality (Elipse Gourmet, Capilla del Fraile, Diez+Oro etc). His painstakingly prepared menus (Short and Long) are complemented by a few additional suggestions in the form of half or full “raciones”. The intensity of flavours here is amazing!",Alacant,Spain
Es Fum,"Carretera Palma-Andratx 19, Palmanova, 07181, Spain",€€€€,Creative,2.550836,39.5280896,34971629629.0,https://guide.michelin.com/en/islas-baleares/palmanova/restaurant/es-fum,https://www.restaurant-esfum.com/,1 Star,0,"Air conditioning,Car park,Great view,Terrace,Wheelchair access","If we accept the premise that Mallorca is a mini-paradise on earth, this restaurant occupying the luxurious St. Regis Mardavall hotel can be considered one of its greatest treasures, enhanced further by works of art by Miró. Here, the harmonious cuisine of Canary Island chef Miguel Navarro showcases a mix of fine taste, technique and creativity, as well as a culinary expertise that emphasises his training under his mentor Martín Berasategui. His dishes are presented on two creative menus: Origen, featuring recipes that have helped consolidate his reputation; and Recorrido, a menu that includes new culinary creations inspired by the chef’s most recent travels to South America, Jamaica and the southeastern states of the US. These are complemented by a concise à la carte plus a vegetarian menu. The views from the romantic terrace, embellished with striking sculptures and with the Mediterranean as a backdrop, are truly stunning.",Palmanova,Spain
Solana,"La Bien Aparecida 11, Ampuero, 39849, Spain",€€€,Modern Cuisine,-3.4531514,43.3263141,34942676718.0,https://guide.michelin.com/en/cantabria/ampuero/restaurant/solana,http://www.restaurantesolana.com,1 Star,0,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","(Temporarily closed for refurbishment) Solana is impressively situated just a few metres from the Santuario de la Bien Aparecida, the patron saint of Cantabria. If you’re looking for a picture-postcard view of the Cantabrian mountains you won’t find a better location than this, where the views from your table transport guests to a world of green meadows where cows can been seen grazing nearby.Chef Ignacio Solana, alongside his sister Inma (sommelier and front of house manager), showcases contemporary cuisine with strong traditional roots that is faithful to both the sea and the mountains but with a nod to tradition and a constant love affair with seasonal vegetables sourced from the market gardens of the Bajo Asón area. The chef shares the à la carte with his mother Begoña, who focuses on more traditional dishes (anchovies, cod fritters, stews, etc) given that many guests request dishes from both mother and son!",Ampuero,Spain
Via Veneto,"Ganduxer 10, Barcelona, 08021, Spain",€€€€,Classic Cuisine,2.1389712,41.3924046,34932007244.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/via-veneto,https://www.viavenetobarcelona.com/,1 Star,0,"Air conditioning,Interesting wine list","Almost everyone in Barcelona is aware of the legendary culinary status of Via Veneto! Even after half a century of service and change, the Monje family has retained the true values of this restaurant that seems anchored in the past, but which has been able to move with the times without losing an ounce of its personality. To an elegant and genuine Belle Époque backdrop, young chef David Andrés maintains the culinary status quo here through cuisine that underpins its classical heritage, albeit with a focus on a more modern technical approach and a select array of ingredients. Delicious game dishes (hare royale, red partridge with stewed cabbage, loin of venison etc) are also on the menu in season. Guests can visit the superb wine cellar, 6m underground, which boasts an outstanding collection of Spanish and French wines. A favourite dish here is the pressed roast duck cooked in its own jus and served two ways (for a minimum of two guests) which has featured on the menu since 1967!",Barcelona,Spain
L'Aliança d'Anglès,"Jacint Verdaguer 3, Anglès, 17160, Spain",€€€€,"Modern Cuisine, Catalan",2.6390996,41.95616,34972420156.0,https://guide.michelin.com/en/catalunya/angles/restaurant/l-alianca-1919-d-angles,https://www.alianca1919.com/,1 Star,0,"Air conditioning,Car park,Terrace","More than just a restaurant, this eatery is a part of local history as it occupies a building dating back to 1919 that once belonged to a group of farmers and acted as a casino and a type of social club. In the hands of the Feliu family since the 1950s, it has taken on a new lease of life under the baton of Cristina Feliu and her partner, chef Àlex Carrera, who came here to set up his own restaurant after working for several years at El Celler de Can Roca in the province of Girona. To a delightful 19C-style backdrop featuring lots of vintage decorative details, savour cooking with a contemporary flair where locally sourced ingredients take centre stage, all of which are explained in detail with every course. Two tasting menus (Descubierta and Emoción) are the only dining options, both of which begin with what the restaurant refers to as “vermouth time”.",Anglès,Spain
Maca de Castro,"Dels Tritons, Port d'Alcúdia, 07410, Spain",€€€€,Creative,3.11829,39.8343,34971892391.0,https://guide.michelin.com/en/islas-baleares/port-d-alcdia/restaurant/maca-de-castro,http://www.macadecastro.com,1 Star,1,"Air conditioning,Interesting wine list,Wheelchair access","A restaurant that is on the up thanks to chef Macarena de Castro (Maca), who has become increasingly committed to sustainability and supports a policy of reafforestation. Located on the first floor of a villa-style building, the restaurant features a dining space with a modern, avant-garde ambience that it shares with the Jardín Bistró (on the ground floor, with a format that is a little easier on the pocket).The creative menu served here is inspired by the Mediterranean as well as the best seasonal ingredients that Mallorca has to offer, most of which are sourced from nearby auctions, small producers on the island, or from the restaurant’s vegetable garden in Sa Pobla. As soon as you walk through the door here, the restaurant’s love of its local area is clearly evident!",Port d'Alcúdia,Spain
Fusion19,"Avenida s'Albufera 23, Muro, 07458, Spain",€€€€,Fusion,3.1170442,39.805798,34971894259.0,https://guide.michelin.com/en/islas-baleares/muro/restaurant/fusion19,http://www.fusion19.com,1 Star,0,Air conditioning,"Located on one of Muro’s busiest streets, just a stone’s throw from its long beach, Fusion 19 reflects the passion of a young chef who, having travelled and working in leading restaurants elsewhere, returned to his native island to put into practice everything that he had learnt.In the modern dining room, with its glass-fronted wine cellar, open-view kitchen and a space in the style of a winter garden, discover fusion cuisine which is based around “ingredients, memories and influences”. Chef Javier Hoebeeck offers a single, extensive tasting menu where fusion takes centre stage, combining Mallorcan and Mediterranean cuisine with that of Asia and Latin America, with a focus on ingredients sourced from the island. A well-judged and sensitively created gourmet experience.",Muro,Spain
Orobianco,"Colina del Sol 49 A, Calp, 03710, Spain",€€€€,Italian Contemporary,0.0451019,38.6665147,34966806661.0,https://guide.michelin.com/en/comunidad-valenciana/calp/restaurant/orobianco,https://www.orobianco.es/,1 Star,0,"Air conditioning,Car park,Great view,Wheelchair access","At Orobianco, spectacular views of Calp and its impressive Peñón de Ifach rock are complemented by Italian-inspired cuisine full of culinary nuances under the tutelage of award-winning chef Paolo Casagrande that will undoubtedly leaving a lasting impression! Elegance is an obvious thread here and is clearly in evidence in dishes available on two set menus (Short and Long). The restaurant’s culinary essence is a fusion of Italian cooking and local ingredients that showcase Spain and the Mediterranean through dishes such as cuttlefish tagliatelle, watercress risotto with red prawns, and spaghettoni with a pil-pil sauce. Add to this perfect cooking techniques, clean flavours, astute pairings of ingredients that add a contemporary touch to classic foundations, plus an impressive choice of artisanal Italian bread.",Calp,Spain
Can Bosch,"Rambla Jaume I 19, Cambrils, 43850, Spain",€€€,Traditional Cuisine,1.0590381,41.0670276,34977360019.0,https://guide.michelin.com/en/catalunya/cambrils/restaurant/can-bosch,https://canbosch.com/,1 Star,0,"Air conditioning,Interesting wine list,Wheelchair access","Can Bosch showcases the honest and unbreakable family values that have been the guiding principles for this restaurant since it first opened its doors in 1969. Here, the exclusive use of seasonal ingredients and top-quality local fish and seafood are paramount, the latter sourced from the fish auction in Cambrils. Its savoury rice dishes are equally renowned, prepared using the Carnaroli del “Molí de Rafelet” variety of rice from the Ebro delta.Father and son Joan and Arnau Bosch subtly combine their respective culinary personalities in cuisine where tradition and innovation go hand in hand and where full respect is shown to the ingredients at their disposal. There’s no greater sign of success than the continued support of its customers, which has seen this restaurant maintain its Michelin star since the 1985 edition!",Cambrils,Spain
Raíces-Carlos Maldonado,"Ronda de Canillo 3, Talavera de la Reina, 45600, Spain",€€€,Creative,-4.8321518,39.9565163,34671422115.0,https://guide.michelin.com/en/castilla-la-mancha/talavera-de-la-reina/restaurant/raices-carlos-maldonado,https://raicescarlosmaldonado.es/,1 Star,0,"Air conditioning,Wheelchair access","Chef Carlos Maldonado knows no limits and it is this which characterises his cooking, which is firmly steeped in the flavours and ingredients of La Mancha but which is also open to influences from around the world, as witnessed by the twinning between his beloved Talavera de la Reina and Puebla (Mexico).The restaurant, which could almost pass unnoticed because of its discreet façade, boasts a classic-contemporary look in varying tones of white, plus an adjoining dining room offering tables with a little more intimacy. His tasting menus (Raíces and Hechos de Barro) feature daring, highly technical dishes which are impressive for their equal measure of freshness and boldness. The tableware has been designed by the restaurant and even has the fingerprints of the chef’s son (Carlitos) printed on one of the dessert dishes.",Talavera de la Reina,Spain
El Corral del Indianu,"Avenida de Europa 14, Arriondas, 33540, Spain",€€€,Creative,-5.1842735,43.3902522,34985841072.0,https://guide.michelin.com/en/principado-de-asturias/arriondas/restaurant/el-corral-del-indianu,http://www.elcorraldelindianu.com,1 Star,0,"Air conditioning,Terrace","This restaurant, occupying the oldest building in Arriondas, has a name that recalls those Asturians who left to find their fortune in the Americas at the end of the 19C, and then returned home wealthy and with a new social status.While the setting is special, with an interior dining room with a rustic-contemporary feel and a second glass-fronted room boasting attractive views of a delightful rear garden, the main attraction here is the culinary expertise of chef José Antonio Campoviejo. This chef’s great passion for cooking is showcased in his attention to detail, flavours and creativity, with a focus on traditional recipes from the abundant natural bounty of the Asturias region (oysters from the Eo estuary, Pitu de Caleya chickens, the region’s incredible cheeses, etc). The restaurant also has two reserved parking spaces by the front door for its guests.",Arriondas,Spain
Mont Bar,"Diputació 220, Barcelona, 08001, Spain",€€€,Creative,2.1618511,41.3862568,34933239590.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/mont-bar,https://www.montbar.com/,1 Star,0,"Air conditioning,Counter dining,Terrace,Wheelchair access","A restaurant with a gastro-bar ambience that is becoming a must for every visitor to Barcelona.In this delightful setting, featuring elegant decorative details that set it apart from your typical bar, you’ll find an array of traditional and contemporary dishes, all of which showcase high levels of technique, plus presentation that is so refined that it is hard not to take a photo! In keeping with the philosophy of the owners, who hail from the small village of Mont (in the Val d’Aran), the cuisine here is based around fresh, seasonal and locally sourced ingredients and a focus on meticulous presentation. Choose between inventive snacks, innovative tapas, and small sharing plates, all accompanied by impeccable service. Make sure you try the spectacular Iberian sobrasada mochi with Mahón cheese!",Barcelona,Spain
Lluerna,"Avenida Pallaresa 104, Santa Coloma de Gramenet, 08921, Spain",€€€,Modern Cuisine,2.2065622,41.4554734,34933910820.0,https://guide.michelin.com/en/catalunya/santa-coloma-de-gramenet/restaurant/lluerna,https://lluernarestaurant.com/,1 Star,1,"Air conditioning,Wheelchair access","The best aspect of this kind of family run restaurant is the unhurried and stress-free approach which is very much in keeping with the principles of the Slow Food movement!The focus of the married couple that run and own Lluerna, Víctor Quintillà (in the kitchen) and Mar Gómez (front of house), is on sustainable cuisine that champions locally sourced ingredients (chicken from the Penedés area, Duroc pigs, Xisqueta lambs, pigeon from the Tatjé family etc). These are showcased in dishes that use skilled techniques to enhance their textures and maximise flavours. In the kitchen, visible from both the dining room and the chef’s table, the team creates an interesting à la carte alongside a surprising choice of menus (tasting, vegetarian, presentation, Lluerna).",Santa Coloma de Gramenet,Spain
Adrián Quetglas,"Paseo de Mallorca 20, Palma, 07012, Spain",€€€,Modern Cuisine,2.6432285,39.5734906,34971781119.0,https://guide.michelin.com/en/islas-baleares/palma/restaurant/adrian-quetglas,http://www.adrianquetglas.es,1 Star,0,"Air conditioning,Terrace","A restaurant where you couldn’t ask for any more, except perhaps that it was closer to home!Located in the heart of Palma, overlooking the Torrent de Sa Riera, it boasts an intimate, bistro-style ambience with attractive bonuses such as a vertical garden and highly attentive service. The goal of the owner-chef is to democratise haute cuisine and showcase cooking full of nuances and variations (including from his native Buenos Aires) with a strong focus on Mediterranean flavours and unequivocal influences from his time working in London, Paris and even Moscow. A 5-course menu is available at lunchtime (Tuesday to Friday), with a more gastronomic 7-course option (served to the whole table) on offer every evening and for lunch on Saturdays.",Palma,Spain
Callizo,"Plaza Mayor, Ainsa, 22330, Spain",€€€€,"Creative, Innovative",0.1381766,42.4176644,34974500385.0,https://guide.michelin.com/en/aragon/ainsa/restaurant/callizo,https://www.restaurantecallizo.es,1 Star,0,"Air conditioning,Great view","If you’re looking for a gastronomic experience in the true sense of the word, why not book a table at Callizo, a restaurant that will delight the senses and provide an opportunity to discover the wonderful landscapes and flavours of the Sobrarbe area.The restaurant, housed in a large, centrally located stone property with a surprisingly modern decor, plays an integral role in the dining experience, which involves a staged journey through the house to discover the true culinary essence of this region, albeit with a nod to other parts of the world. The dishes served here on two tasting menus (Tierra and Piedras) are well prepared with delicate textures and distinct contrasts that fly the flag for what the restaurant refers to as “techno-emotional mountain cuisine” which showcases small the local producers who supply the restaurant.",Ainsa,Spain
Zortziko,"Alameda de Mazarredo 17, Bilbao, 48001, Spain",€€€€,Contemporary,-2.929366,43.2645266,34944239743.0,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/zortziko,https://www.zortziko.es/,1 Star,0,Air conditioning,"If you’re keen to eat in one of the city’s classic restaurants, book a table at Zortziko, open since 1989 and an icon of Bilbao’s culinary scene.It features several spaces and dining rooms each with their own personality (an intimate space in the wine cellar; and another more contemporary space used mainly for cooking classes), although the main attraction is the elegant and aptly named Versailles dining room, with its classical decor typical of centuries past. This space is the perfect setting in which to explore the cuisine of Daniel García, a chef with an expansive career behind him. His two tasting menus (one short, one long) can be viewed as a beginner’s guide to the roots of cuisine in the Basque Country, albeit with a continual move towards modernity.",Bilbao,Spain
Dama Juana,"Melchor Cobo Medina 7, Jaén, 23001, Spain",€€€,"Modern Cuisine, Traditional Cuisine",-3.7854772,37.767224,34953006454.0,https://guide.michelin.com/en/andalucia/jaen/restaurant/dama-juana,http://www.damajuanajaen.com,1 Star,0,"Air conditioning,Wheelchair access","There are some local customs and skills that you pick up at home from your family and it is undoubtedly this link which connects chef Juan Aceituno and his grandmother Juana (La Chucha), the woman who passed on her passion for food to her grandson. Following a recent refurbishment that has brought greater levels of comfort, the restaurant now features a main dining room in a contemporary minimalist style, plus a semi-private annexe, from where it is possible to watch the kitchen team at work. The updated traditional cuisine here aims to narrate a journey through the chef’s own life experiences, exploring the landscapes of Jaén via the à la carte and two set menus (Blancal and Umbría). A special menu entitled Gran Menú María (named after his daughter and only available by pre-booking) is served by the chef himself and is accompanied by its own wine pairings.",Jaén,Spain
